订单编号,单据编号,单据类型,商品编号,商户订单号,商品名称,费用发生时间,费用计费时间,费用结算时间,费用项,金额,币种,商家应收/应付,钱包结算备注,店铺号,京东门店编号,品牌门店编号,门店名称,备注,收支方向,账单日期,商品数量
="3427238009158193",="32100126031018830263440307",非销售单,="10209193916961",="202603110000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-10 09:50:31,2026-03-10 09:51:06,2026-03-11 08:56:04,随单送的京豆,-0.46,CNY,应付,2026年3月10日商家结算款,21796493,,,,,支出,20260310,0
="3427238009158193",="10100126031018830359911007",订单,="10209193916961",="202603110000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-04 16:32:49,2026-03-05 16:46:54,2026-03-11 08:56:04,交易服务费,-5.63,CNY,应付,2026年3月10日商家结算款,21796493,,,,,支出,20260310,1
="3433461015667644",="50700126031018838028611007",订单,="0",="202603110000011463290270031",,2026-03-10 12:41:02,2026-03-10 13:17:14,2026-03-11 08:56:04,商品保险服务费,-4.53,CNY,应付,2026年3月10日商家结算款,21796493,,,,JD19314847416625993433461015667644,支出,20260310,0
="3433461015667644",="50700126031018840206195007",非销售单,="0",="202603110000011463290270031",,2026-03-10 12:41:02,2026-03-10 14:32:05,2026-03-11 08:56:04,运费保险服务费,-0.48,CNY,应付,2026年3月10日商家结算款,21796493,,,,JD60773433461015667644,支出,20260310,0
="3432457000290745",="50700126031118855338520707",非销售单,="0",="202603120000011463290270031",,2026-03-09 21:35:08,2026-03-11 09:57:27,2026-03-12 12:04:57,运费保险服务费,-0.25,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD60773432457000290745,支出,20260311,0
="3428477008068453",="10100126031118867081918207",订单,="10163132090712",="202603120000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4A/20V【俩电一充】",2026-03-05 16:48:18,2026-03-05 16:51:29,2026-03-12 12:04:57,货款,890.00,CNY,应收,2026年3月11日商家结算款,21796493,,,,,收入,20260311,1
="3429215015906043",="32100126031118864424710907",非销售单,="10209193916961",="202603120000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-11 13:59:36,2026-03-11 14:00:05,2026-03-12 12:04:57,随单送的京豆,-0.47,CNY,应付,2026年3月11日商家结算款,21796493,,,,,支出,20260311,0
="3434405004519578",="50700126031118864844668707",订单,="0",="202603120000011463290270031",,2026-03-11 10:53:59,2026-03-11 14:17:21,2026-03-12 12:04:57,商品保险服务费,-3.24,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD50133434405004519578,支出,20260311,0
="3434405004521584",="50700126031118864891012807",非销售单,="0",="202603120000011463290270031",,2026-03-11 10:54:27,2026-03-11 14:18:51,2026-03-12 12:04:57,运费保险服务费,-0.95,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD59993434405004521584,支出,20260311,0
="3434405004519578",="50700126031118864898888207",非销售单,="0",="202603120000011463290270031",,2026-03-11 10:53:59,2026-03-11 14:18:59,2026-03-12 12:04:57,运费保险服务费,-0.95,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD59993434405004519578,支出,20260311,0
="3434440000854350",="50700126031118862427245607",订单,="0",="202603120000011463290270031",,2026-03-11 12:25:30,2026-03-11 13:03:30,2026-03-12 12:04:57,商品保险服务费,-3.89,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD19314847416625993434440000854350,支出,20260311,0
="3429215015906043",="10100126031118864559035007",订单,="10209193916961",="202603120000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-06 12:13:30,2026-03-06 12:19:37,2026-03-12 12:04:57,交易服务费,-5.69,CNY,应付,2026年3月11日商家结算款,21796493,,,,,支出,20260311,1
="3434405004519578",="50700126031118864862262607",非销售单,="0",="202603120000011463290270031",,2026-03-11 10:53:59,2026-03-11 14:18:00,2026-03-12 12:04:57,运费保险服务费,-0.30,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD60773434405004519578,支出,20260311,0
="3428477008068453",="10100126031118867081918407",订单,="10163132090712",="202603120000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4A/20V【俩电一充】",2026-03-05 16:48:18,2026-03-05 16:51:29,2026-03-12 12:04:57,交易服务费,-5.34,CNY,应付,2026年3月11日商家结算款,21796493,,,,,支出,20260311,1
="3434405004519578",="50700126031118856702025007",订单,="0",="202603120000011463290270031",,2026-03-11 10:53:59,2026-03-11 11:01:02,2026-03-12 12:04:57,商品保险服务费,-2.59,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD19314847416625993434405004519578,支出,20260311,0
="3429243009309500",="10100126031118862283924307",订单,="10162527911099",="202603120000011463290270031","天旗防爆电锤电镐电钻工业多功能混凝土大功率冲击钻电动工具 20V/4A【俩电一充+礼包】",2026-03-06 15:13:36,2026-03-06 15:16:46,2026-03-12 12:04:57,佣金,-79.62,CNY,应付,2026年3月11日商家结算款,21796493,,,,,支出,20260311,1
="3434405004521584",="50700126031118864803630107",订单,="0",="202603120000011463290270031",,2026-03-11 10:54:27,2026-03-11 14:15:26,2026-03-12 12:04:57,商品保险服务费,-3.24,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD50133434405004521584,支出,20260311,0
="3434417017073847",="50700126031118855917434307",非销售单,="0",="202603120000011463290270031",,2026-03-11 09:41:11,2026-03-11 10:29:30,2026-03-12 12:04:57,运费保险服务费,-2.86,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD59993434417017073847,支出,20260311,0
="3429243009309500",="10100126031118862283924107",订单,="10162527911099",="202603120000011463290270031","天旗防爆电锤电镐电钻工业多功能混凝土大功率冲击钻电动工具 20V/4A【俩电一充+礼包】",2026-03-06 15:13:36,2026-03-06 15:16:46,2026-03-12 12:04:57,货款,995.30,CNY,应收,2026年3月11日商家结算款,21796493,,,,,收入,20260311,1
="3429215015906043",="50700126031118864701180807",订单,="0",="202603120000011463290270031",,2026-03-06 12:13:30,2026-03-11 14:10:56,2026-03-12 12:04:57,商品保险服务费,-5.69,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD60963429215015906043,支出,20260311,0
="3434405004521584",="50700126031118864832317907",非销售单,="0",="202603120000011463290270031",,2026-03-11 10:54:27,2026-03-11 14:16:28,2026-03-12 12:04:57,运费保险服务费,-0.30,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD60773434405004521584,支出,20260311,0
="3432457000290745",="50700126031118855344782407",非销售单,="0",="202603120000011463290270031",,2026-03-09 21:35:08,2026-03-11 09:57:28,2026-03-12 12:04:57,运费保险服务费,-1.32,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD59993432457000290745,支出,20260311,0
="3434417017073847",="50700126031118855919520407",订单,="0",="202603120000011463290270031",,2026-03-11 09:41:11,2026-03-11 10:29:30,2026-03-12 12:04:57,商品保险服务费,-4.85,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD50133434417017073847,支出,20260311,0
="3434295012603562",="50700126031118860761330207",订单,="0",="202603120000011463290270031",,2026-03-11 11:53:44,2026-03-11 12:26:21,2026-03-12 12:04:57,商品保险服务费,-8.66,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD19314847416625993434295012603562,支出,20260311,0
="3429243009309500",="50700126031118862725738007",订单,="0",="202603120000011463290270031",,2026-03-06 15:13:36,2026-03-11 13:10:33,2026-03-12 12:04:57,商品保险服务费,-2.45,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD60963429243009309500,支出,20260311,0
="3434417017073847",="50700126031118855924995507",订单,="0",="202603120000011463290270031",,2026-03-11 09:41:11,2026-03-11 10:29:30,2026-03-12 12:04:57,商品保险服务费,-0.92,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD50333434417017073847,支出,20260311,0
="3434417017073847",="50700126031118855925093507",非销售单,="0",="202603120000011463290270031",,2026-03-11 09:41:11,2026-03-11 10:29:30,2026-03-12 12:04:57,运费保险服务费,-0.64,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD60773434417017073847,支出,20260311,0
="3429215015906043",="10100126031118864559034807",订单,="10209193916961",="202603120000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-06 12:13:30,2026-03-06 12:19:37,2026-03-12 12:04:57,货款,949.00,CNY,应收,2026年3月11日商家结算款,21796493,,,,,收入,20260311,1
="3432457000290745",="50700126031118855344386307",订单,="0",="202603120000011463290270031",,2026-03-09 21:35:08,2026-03-11 09:57:27,2026-03-12 12:04:57,商品保险服务费,-2.64,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD50133432457000290745,支出,20260311,0
="3434405004525040",="50700126031118855989532307",订单,="0",="202603120000011463290270031",,2026-03-11 10:30:44,2026-03-11 10:32:55,2026-03-12 12:04:57,商品保险服务费,-4.53,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD19314847416625993434405004525040,支出,20260311,0
="3434405004519578",="50700126031118864837445207",订单,="0",="202603120000011463290270031",,2026-03-11 10:53:59,2026-03-11 14:16:54,2026-03-12 12:04:57,商品保险服务费,-0.92,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD50333434405004519578,支出,20260311,0
="3434447001020199",="50700126031118871737506507",订单,="0",="202603120000011463290270031",,2026-03-11 18:44:48,2026-03-11 18:45:13,2026-03-12 12:04:57,商品保险服务费,-2.11,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD19314847416625993434447001020199,支出,20260311,0
="3434405004521584",="50700126031118856689200307",订单,="0",="202603120000011463290270031",,2026-03-11 10:54:27,2026-03-11 11:00:27,2026-03-12 12:04:57,商品保险服务费,-2.59,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD19314847416625993434405004521584,支出,20260311,0
="3429243009309500",="10100126031118862283924507",订单,="10162527911099",="202603120000011463290270031","天旗防爆电锤电镐电钻工业多功能混凝土大功率冲击钻电动工具 20V/4A【俩电一充+礼包】",2026-03-06 15:13:36,2026-03-06 15:16:46,2026-03-12 12:04:57,交易服务费,-5.97,CNY,应付,2026年3月11日商家结算款,21796493,,,,,支出,20260311,1
="3434405004521584",="50700126031118864856801107",订单,="0",="202603120000011463290270031",,2026-03-11 10:54:27,2026-03-11 14:17:22,2026-03-12 12:04:57,商品保险服务费,-0.92,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD50333434405004521584,支出,20260311,0
="3428477008068453",="10100126031118867081918307",订单,="10163132090712",="202603120000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4A/20V【俩电一充】",2026-03-05 16:48:18,2026-03-05 16:51:29,2026-03-12 12:04:57,佣金,-71.20,CNY,应付,2026年3月11日商家结算款,21796493,,,,,支出,20260311,1
="3429215015906043",="10100126031118864559034907",订单,="10209193916961",="202603120000011463290270031","天旗工业防爆照相机石油化工防爆高清摄影相机 EXSY-2000-P1TQ",2026-03-06 12:13:30,2026-03-06 12:19:37,2026-03-12 12:04:57,佣金,-23.72,CNY,应付,2026年3月11日商家结算款,21796493,,,,,支出,20260311,1
="3428477008068453",="50700126031118866947506607",订单,="0",="202603120000011463290270031",,2026-03-05 16:48:18,2026-03-11 16:04:10,2026-03-12 12:04:57,商品保险服务费,-2.23,CNY,应付,2026年3月11日商家结算款,21796493,,,,JD60963428477008068453,支出,20260311,0
="3434447001020199",="50700126031218881193232907",订单,="0",="202603130000011463290270031",,2026-03-11 18:44:48,2026-03-12 09:52:07,2026-03-13 08:44:57,商品保险服务费,-0.92,CNY,应付,2026年3月12日商家结算款,21796493,,,,JD50333434447001020199,支出,20260312,0
="3435423001948559",="50700126031218883152304307",非销售单,="0",="202603130000011463290270031",,2026-03-12 10:45:45,2026-03-12 11:15:02,2026-03-13 08:44:57,运费保险服务费,-0.21,CNY,应付,2026年3月12日商家结算款,21796493,,,,JD60773435423001948559,支出,20260312,0
="3434447001020199",="50700126031218881200689807",非销售单,="0",="202603130000011463290270031",,2026-03-11 18:44:48,2026-03-12 09:52:07,2026-03-13 08:44:57,运费保险服务费,-0.36,CNY,应付,2026年3月12日商家结算款,21796493,,,,JD60773434447001020199,支出,20260312,0
="3435423001948559",="50700126031218883168181707",非销售单,="0",="202603130000011463290270031",,2026-03-12 10:45:45,2026-03-12 11:15:21,2026-03-13 08:44:57,运费保险服务费,-7.06,CNY,应付,2026年3月12日商家结算款,21796493,,,,JD59993435423001948559,支出,20260312,0
="3434447001020199",="50700126031218881200193007",非销售单,="0",="202603130000011463290270031",,2026-03-11 18:44:48,2026-03-12 09:52:07,2026-03-13 08:44:57,运费保险服务费,-1.12,CNY,应付,2026年3月12日商家结算款,21796493,,,,JD59993434447001020199,支出,20260312,0
="3434447001020199",="50700126031218881189361507",订单,="0",="202603130000011463290270031",,2026-03-11 18:44:48,2026-03-12 09:52:07,2026-03-13 08:44:57,商品保险服务费,-2.64,CNY,应付,2026年3月12日商家结算款,21796493,,,,JD50133434447001020199,支出,20260312,0
="3435423001948559",="50700126031218883155985107",订单,="0",="202603130000011463290270031",,2026-03-12 10:45:45,2026-03-12 11:15:03,2026-03-13 08:44:57,商品保险服务费,-0.92,CNY,应付,2026年3月12日商家结算款,21796493,,,,JD50333435423001948559,支出,20260312,0
="3435428002209023",="50700126031218901447749007",订单,="0",="202603130000011463290270031",,2026-03-12 20:49:13,2026-03-12 20:49:59,2026-03-13 08:44:57,商品保险服务费,-6.43,CNY,应付,2026年3月12日商家结算款,21796493,,,,JD19314847416625993435428002209023,支出,20260312,0
="3429449009167356",="50700126031318915924661907",订单,="0",="202603140000011463290270031",,2026-03-06 08:52:10,2026-03-13 13:47:30,2026-03-14 12:04:22,商品保险服务费,-2.20,CNY,应付,2026年3月13日商家结算款,21796493,,,,JD60963429449009167356,支出,20260313,0
="3436216017717688",="50700126031318917089770207",非销售单,="0",="202603140000011463290270031",,2026-03-13 12:28:53,2026-03-13 14:33:31,2026-03-14 12:04:22,运费保险服务费,-0.76,CNY,应付,2026年3月13日商家结算款,21796493,,,,JD59993436216017717688,支出,20260313,0
="3422447012705993",="50700126031318917628244507",订单,="0",="202603140000011463290270031",,2026-02-27 17:31:24,2026-03-13 14:55:56,2026-03-14 12:04:22,商品保险服务费,-2.23,CNY,应付,2026年3月13日商家结算款,21796493,,,,JD60963422447012705993,支出,20260313,0
="3429449009159582",="10100126031318915393848707",订单,="10179244273654",="202603140000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【一电一充+礼包】",2026-03-06 08:51:15,2026-03-06 08:55:30,2026-03-14 12:04:22,货款,880.00,CNY,应收,2026年3月13日商家结算款,21796493,,,,,收入,20260313,1
="3429449009166504",="10100126031318915415675607",订单,="10165000894208",="202603140000011463290270031","补差价链接",2026-03-06 09:00:27,2026-03-06 09:03:37,2026-03-14 12:04:22,交易服务费,-7.02,CNY,应付,2026年3月13日商家结算款,21796493,,,,,支出,20260313,1
="3436216017717688",="50700126031318917153664307",订单,="0",="202603140000011463290270031",,2026-03-13 12:28:53,2026-03-13 14:36:07,2026-03-14 12:04:22,商品保险服务费,-9.59,CNY,应付,2026年3月13日商家结算款,21796493,,,,JD50133436216017717688,支出,20260313,0
="3434295012603562",="50700126031318906472448707",非销售单,="0",="202603140000011463290270031",,2026-03-11 11:53:44,2026-03-13 09:27:46,2026-03-14 12:04:22,运费保险服务费,-2.69,CNY,应付,2026年3月13日商家结算款,21796493,,,,JD59993434295012603562,支出,20260313,0
="3429449009167356",="10100126031318915277498907",订单,="10179244273654",="202603140000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【一电一充+礼包】",2026-03-06 08:52:10,2026-03-06 08:56:23,2026-03-14 12:04:22,交易服务费,-5.28,CNY,应付,2026年3月13日商家结算款,21796493,,,,,支出,20260313,1
="3429449009159582",="10100126031318915393848907",订单,="10179244273654",="202603140000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【一电一充+礼包】",2026-03-06 08:51:15,2026-03-06 08:55:30,2026-03-14 12:04:22,交易服务费,-5.28,CNY,应付,2026年3月13日商家结算款,21796493,,,,,支出,20260313,1
="3436216017717688",="50700126031318917160426307",订单,="0",="202603140000011463290270031",,2026-03-13 12:28:53,2026-03-13 14:36:07,2026-03-14 12:04:22,商品保险服务费,-0.92,CNY,应付,2026年3月13日商家结算款,21796493,,,,JD50333436216017717688,支出,20260313,0
="3422447012705993",="10100126031318917741838507",订单,="10163132090712",="202603140000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4A/20V【俩电一充】",2026-02-27 17:31:24,2026-02-27 17:35:25,2026-03-14 12:04:22,佣金,-71.20,CNY,应付,2026年3月13日商家结算款,21796493,,,,,支出,20260313,1
="3429449009166504",="10100126031318915415675407",订单,="10165000894208",="202603140000011463290270031","补差价链接",2026-03-06 09:00:27,2026-03-06 09:03:37,2026-03-14 12:04:22,佣金,-11.70,CNY,应付,2026年3月13日商家结算款,21796493,,,,,支出,20260313,1
="3434295012603562",="50700126031318906478602707",订单,="0",="202603140000011463290270031",,2026-03-11 11:53:44,2026-03-13 09:27:44,2026-03-14 12:04:22,商品保险服务费,-10.83,CNY,应付,2026年3月13日商家结算款,21796493,,,,JD50133434295012603562,支出,20260313,0
="3429449009167356",="10100126031318915277498707",订单,="10179244273654",="202603140000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【一电一充+礼包】",2026-03-06 08:52:10,2026-03-06 08:56:23,2026-03-14 12:04:22,货款,880.00,CNY,应收,2026年3月13日商家结算款,21796493,,,,,收入,20260313,1
="3436216017717688",="50700126031318917104407307",非销售单,="0",="202603140000011463290270031",,2026-03-13 12:28:53,2026-03-13 14:33:42,2026-03-14 12:04:22,运费保险服务费,-0.17,CNY,应付,2026年3月13日商家结算款,21796493,,,,JD60773436216017717688,支出,20260313,0
="3434295012603562",="50700126031318906467373107",非销售单,="0",="202603140000011463290270031",,2026-03-11 11:53:44,2026-03-13 09:27:43,2026-03-14 12:04:22,运费保险服务费,-0.55,CNY,应付,2026年3月13日商家结算款,21796493,,,,JD60773434295012603562,支出,20260313,0
="3429449009167356",="10100126031318915277498807",订单,="10179244273654",="202603140000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【一电一充+礼包】",2026-03-06 08:52:10,2026-03-06 08:56:23,2026-03-14 12:04:22,佣金,-70.40,CNY,应付,2026年3月13日商家结算款,21796493,,,,,支出,20260313,1
="3422447012705993",="10100126031318917741838607",订单,="10163132090712",="202603140000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4A/20V【俩电一充】",2026-02-27 17:31:24,2026-02-27 17:35:25,2026-03-14 12:04:22,交易服务费,-5.34,CNY,应付,2026年3月13日商家结算款,21796493,,,,,支出,20260313,1
="3429449009166504",="10100126031318915415675307",订单,="10165000894208",="202603140000011463290270031","补差价链接",2026-03-06 09:00:27,2026-03-06 09:03:37,2026-03-14 12:04:22,货款,1170.00,CNY,应收,2026年3月13日商家结算款,21796493,,,,,收入,20260313,1
="3429449009159582",="50700126031318915998378107",订单,="0",="202603140000011463290270031",,2026-03-06 08:51:15,2026-03-13 13:49:44,2026-03-14 12:04:22,商品保险服务费,-2.20,CNY,应付,2026年3月13日商家结算款,21796493,,,,JD60963429449009159582,支出,20260313,0
="3429449009159582",="10100126031318915393848807",订单,="10179244273654",="202603140000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 无冲击【一电一充+礼包】",2026-03-06 08:51:15,2026-03-06 08:55:30,2026-03-14 12:04:22,佣金,-70.40,CNY,应付,2026年3月13日商家结算款,21796493,,,,,支出,20260313,1
="3422447012705993",="10100126031318917741838407",订单,="10163132090712",="202603140000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4A/20V【俩电一充】",2026-02-27 17:31:24,2026-02-27 17:35:25,2026-03-14 12:04:22,货款,890.00,CNY,应收,2026年3月13日商家结算款,21796493,,,,,收入,20260313,1
="3432464009938940",="10100126031418934627654807",订单,="10179244273657",="202603150000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 带冲击【两电一充+礼包】",2026-03-09 10:04:27,2026-03-09 10:07:42,2026-03-15 12:01:54,交易服务费,-6.81,CNY,应付,2026年3月14日商家结算款,21796493,,,,,支出,20260314,1
="3435428002209023",="50700126031418932436175107",非销售单,="0",="202603150000011463290270031",,2026-03-12 20:49:13,2026-03-14 08:40:39,2026-03-15 12:01:54,运费保险服务费,-1.39,CNY,应付,2026年3月14日商家结算款,21796493,,,,JD60773435428002209023,支出,20260314,0
="3432457000290745",="10100126031418941234966307",订单,="10163132090712",="202603150000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4A/20V【俩电一充】",2026-03-09 21:35:08,2026-03-09 21:38:29,2026-03-15 12:01:54,交易服务费,-5.37,CNY,应付,2026年3月14日商家结算款,21796493,,,,,支出,20260314,1
="3432464009938940",="50700126031418934461838207",订单,="0",="202603150000011463290270031",,2026-03-09 10:04:27,2026-03-14 10:34:11,2026-03-15 12:01:54,商品保险服务费,-2.80,CNY,应付,2026年3月14日商家结算款,21796493,,,,JD60963432464009938940,支出,20260314,0
="3432464009938940",="10100126031418934627654507",订单,="10179244273657",="202603150000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 带冲击【两电一充+礼包】",2026-03-09 10:04:27,2026-03-09 10:07:42,2026-03-15 12:01:54,货款,1134.30,CNY,应收,2026年3月14日商家结算款,21796493,,,,,收入,20260314,1
="3435428002209023",="50700126031418932424452807",非销售单,="0",="202603150000011463290270031",,2026-03-12 20:49:13,2026-03-14 08:40:39,2026-03-15 12:01:54,运费保险服务费,-1.54,CNY,应付,2026年3月14日商家结算款,21796493,,,,JD59993435428002209023,支出,20260314,0
="3432464009938940",="10100126031418934627654707",订单,="10179244273657",="202603150000011463290270031","天旗防爆电钻无刷电机化工厂冲击钻孔电起子工业手持电动螺丝刀 20V/2A 带冲击【两电一充+礼包】",2026-03-09 10:04:27,2026-03-09 10:07:42,2026-03-15 12:01:54,佣金,-90.74,CNY,应付,2026年3月14日商家结算款,21796493,,,,,支出,20260314,1
="3434440000854350",="50700126031418932410881507",非销售单,="0",="202603150000011463290270031",,2026-03-11 12:25:30,2026-03-14 08:38:44,2026-03-15 12:01:54,运费保险服务费,-0.45,CNY,应付,2026年3月14日商家结算款,21796493,,,,JD60773434440000854350,支出,20260314,0
="3434440000854350",="50700126031418932400734107",非销售单,="0",="202603150000011463290270031",,2026-03-11 12:25:30,2026-03-14 08:38:44,2026-03-15 12:01:54,运费保险服务费,-1.77,CNY,应付,2026年3月14日商家结算款,21796493,,,,JD59993434440000854350,支出,20260314,0
="3432457000290745",="50700126031418942232347607",订单,="0",="202603150000011463290270031",,2026-03-09 21:35:08,2026-03-14 13:35:36,2026-03-15 12:01:54,商品保险服务费,-2.20,CNY,应付,2026年3月14日商家结算款,21796493,,,,JD60963432457000290745,支出,20260314,0
="3434440000854350",="50700126031418932396364507",订单,="0",="202603150000011463290270031",,2026-03-11 12:25:30,2026-03-14 08:38:44,2026-03-15 12:01:54,商品保险服务费,-4.86,CNY,应付,2026年3月14日商家结算款,21796493,,,,JD50133434440000854350,支出,20260314,0
="3432457000290745",="10100126031418941234966207",订单,="10163132090712",="202603150000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4A/20V【俩电一充】",2026-03-09 21:35:08,2026-03-09 21:38:29,2026-03-15 12:01:54,佣金,-71.62,CNY,应付,2026年3月14日商家结算款,21796493,,,,,支出,20260314,1
="3435428002209023",="50700126031418932434883907",订单,="0",="202603150000011463290270031",,2026-03-12 20:49:13,2026-03-14 08:40:39,2026-03-15 12:01:54,商品保险服务费,-8.03,CNY,应付,2026年3月14日商家结算款,21796493,,,,JD50133435428002209023,支出,20260314,0
="3432457000290745",="10100126031418941234966107",订单,="10163132090712",="202603150000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 4A/20V【俩电一充】",2026-03-09 21:35:08,2026-03-09 21:38:29,2026-03-15 12:01:54,货款,895.30,CNY,应收,2026年3月14日商家结算款,21796493,,,,,收入,20260314,1
="3433461015667644",="10100126031518965540231507",订单,="10163132090713",="202603160000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5A/20V【俩电一充】",2026-03-10 12:41:02,2026-03-10 12:45:08,2026-03-16 08:43:33,佣金,-152.26,CNY,应付,2026年3月15日商家结算款,21796493,,,,,支出,20260315,2
="3433461015667644",="10100126031518965540231407",订单,="10163132090713",="202603160000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5A/20V【俩电一充】",2026-03-10 12:41:02,2026-03-10 12:45:08,2026-03-16 08:43:33,货款,1903.30,CNY,应收,2026年3月15日商家结算款,21796493,,,,,收入,20260315,2
="3438445016830297",="50700126031518972456110207",订单,="0",="202603160000011463290270031",,2026-03-15 14:14:00,2026-03-15 14:38:45,2026-03-16 08:43:33,商品保险服务费,-15.76,CNY,应付,2026年3月15日商家结算款,21796493,,,,JD19314847416625993438445016830297,支出,20260315,0
="3433461015667644",="10100126031518965540231607",订单,="10163132090713",="202603160000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5A/20V【俩电一充】",2026-03-10 12:41:02,2026-03-10 12:45:08,2026-03-16 08:43:33,交易服务费,-11.42,CNY,应付,2026年3月15日商家结算款,21796493,,,,,支出,20260315,2
="3433461015667644",="50700126031518965876970307",订单,="0",="202603160000011463290270031",,2026-03-10 12:41:02,2026-03-15 12:02:08,2026-03-16 08:43:33,商品保险服务费,-4.72,CNY,应付,2026年3月15日商家结算款,21796493,,,,JD60963433461015667644,支出,20260315,0
="3434405004519578",="10100126031619000442401307",订单,="10163132090713",="202603170000011463290270031","天旗防爆电动扳手无刷大扭力轮胎汽修工具化工厂风炮套筒冲击扳手 310N,M 5A/20V【俩电一充】",2026-03-11 10:53:59,2026-03-11 11:01:41,2026-03-17 12:01:27,佣金,-87.62,CNY,应付,2026年3月16日商家结算款,21796493,,,,,支出,20260316,1
="3439460002357098",="50700126031619003491615307",订单,="0",="202603170000011463290270031",,2026-03-16 17:52:32,2026-03-16 17:54:49,2026-03-17 12:01:27,商品保险服务费,-2.57,CNY,应付,2026年3月16日商家结算款,21796493,,,,JD19314847416625993439460002357098,支出,20260316,0
="3429412001742912",="50700126031618999212791207",订单,="0",="202603170000011463290270031",,2026-03-06 10:45:03,2026-03-16 14:47:21,2026-03-17 12:01:27,商品保险服务费,-5.69,CNY,应付,2026年3月16日商家结算款,21796493,,,,JD60963429412001742912,支出,20260316,0
